0.000902527	0.0397112	0.0162455	0.015343	0	0.00270758	0	0.0397112	0.0379061	0.00631769	0	0.00361011	0.00270758	0.0189531	0.0198556	0.000902527	0.015343	0.000902527	0.000902527	0.0406137	0.0261733	0.00270758	0.000902527	0.0162455	0.034296	0.00180505	0.00812274	0.0703971	0.051444	0.0099278	0.00812274	0.0532491	0.00812274	0.00631769	0.00180505	0.0361011	0.0261733	0.00902527	0.00270758	0.0433213	0.0207581	0.00361011	0.000902527	0.0270758	0.0135379	0.0135379	0.0261733	0.0379061	0.0351986	0.0180505	0.0099278	0.0162455	0.0099278	0	0.0207581	0.00270758	0.000902527	0.0261733	0.00631769	0.017148	0.0099278	0	0.000902527	0.00270758
0	0.0183486	0	0.00917431	0.0642202	0.00917431	0.0183486	0	0	0.0275229	0.0366972	0	0.00917431	0	0.00917431	0.0275229	0	0.00917431	0.0183486	0	0	0.00917431	0.0275229	0	0	0.00917431	0	0	0.00917431	0.0183486	0.00917431	0.00917431	0	0.0366972	0.00917431	0	0.00917431	0.0733945	0.0642202	0.0458716	0	0.0917431	0.0183486	0	0	0.0183486	0.0275229	0.0366972	0	0.0366972	0.00917431	0.0183486	0	0.00917431	0.00917431	0.0550459	0.0275229	0	0.0275229	0.00917431	0.00917431	0.00917431	0	0
0.00258872	0.039148	0.0318518	0.00547967	0.000776143	0.00366782	0.000357631	0.0365491	0.0608961	0.00160369	6.37976e-05	0.00244472	0.00108893	0.0202155	0.0137183	0.000649277	0.0124522	0.00152385	0.00165072	0.0397729	0.0189679	0.00119429	0.00135105	0.0254778	0.0333625	0.00155338	0.00562039	0.0784	0.0494749	0.00308161	0.0071734	0.060942	0.018163	0.00920763	0.00266346	0.0469	0.0349633	0.00146115	0.00106487	0.0195662	0.0162691	0.000723647	0.00135178	0.0252474	0.0218443	0.00170613	0.00874829	0.0482496	0.0582308	0.00307614	0.019513	0.000982848	0.00708518	0.000724012	0.0258916	0.00044549	0.000660214	0.0275285	0.000632872	0.0157952	0.0151536	0.000139626	0.000535171	0.00237801
0.00189095	0.000630318	0.000315159	0.00220611	0.0255279	0.00882446	0.0100851	0.00315159	0.0015758	0.0255279	0.0444374	0.0135518	0.021746	0.00315159	0.00189095	0.0258431	0.00504255	0.0173338	0.0167034	0.00472739	0.00252127	0.0283643	0.0154428	0.00220611	0.00189095	0.0129215	0.0233218	0.00598802	0.00504255	0.0302553	0.0330917	0.00661834	0.00787898	0.0289946	0.0192247	0.00598802	0.00441223	0.0308856	0.0601954	0.0129215	0.00945477	0.0482194	0.0280492	0.00535771	0.00315159	0.0132367	0.0450678	0.0126064	0.00598802	0.0447526	0.00472739	0.019855	0.00252127	0.00882446	0.0100851	0.0393949	0.0255279	0.0107154	0.0504255	0.0211157	0.0148125	0.00346675	0	0.000315159
0.00141263	0.00141263	0	0.00706314	0.0129962	0.00098884	0.00466168	0.00169515	0.000282526	0.0120073	0.063427	0.0114423	0.0141263	0.00367284	0.000706314	0.018788	0.00296652	0.0131374	0.0132787	0.00508546	0.000423789	0.0365871	0.00395536	0.00339031	0.000423789	0.0146913	0.0144088	0.00579178	0.00211894	0.0365871	0.016104	0.00550925	0.00339031	0.0199181	0.0283938	0.00226021	0.00395536	0.0401187	0.114705	0.00734567	0.0115836	0.058059	0.044074	0.00155389	0.0011301	0.0117248	0.0569289	0.00466168	0.00889956	0.0528323	0.0038141	0.0316429	0.00155389	0.00805198	0.00678062	0.0379997	0.0173753	0.011301	0.0555163	0.0153977	0.00593304	0.00367284	0.000141263	0.000141263
0.0225806	0.0612903	0.0241935	0.0193548	0.0016129	0	0.00483871	0.033871	0.0193548	0.00322581	0	0.00967742	0.00483871	0	0.0112903	0	0.00483871	0.00322581	0.00322581	0.00967742	0.0241935	0.0016129	0.0016129	0.00806452	0.0209677	0.00322581	0.016129	0.0451613	0.0741935	0.016129	0.00967742	0.0758065	0.0177419	0.00967742	0.0016129	0.0112903	0.0419355	0.00806452	0	0.0129032	0.0112903	0.00645161	0.0112903	0.0177419	0.0274194	0.016129	0.0274194	0.0435484	0.0306452	0.033871	0.0177419	0.00483871	0.016129	0.0016129	0.0145161	0.00483871	0.00483871	0.0274194	0.00645161	0.0225806	0.0129032	0.0016129	0	0.0016129
0.00494743	0.000618429	0.00123686	0.00556586	0.0253556	0.00803958	0.00865801	0.00371058	0.00247372	0.0166976	0.0562771	0.0210266	0.0166976	0.00556586	0.00494743	0.0154607	0.00371058	0.021645	0.0235003	0.00247372	0.00247372	0.0191713	0.017316	0.00123686	0.00680272	0.0197897	0.0197897	0.00556586	0.00371058	0.00865801	0.0241187	0.00494743	0.00803958	0.0166976	0.0247372	0.00247372	0.00618429	0.0315399	0.0636982	0.025974	0.0111317	0.0624613	0.0191713	0.00742115	0.00371058	0.00742115	0.0507112	0.0228819	0.00803958	0.0426716	0.00494743	0.0265925	0.000618429	0.00865801	0.00742115	0.0352505	0.0470006	0.00865801	0.0364873	0.012987	0.0123686	0.000618429	0	0.00123686
0.00213878	0.0152091	0.00356464	0.0256654	0.00308935	0.000712928	0.000475285	0.00712928	0.0499049	0.00665399	0.00285171	0.013308	0.00760456	0.0095057	0.0121198	0.00261407	0.00807985	0.00475285	0.0118821	0.035884	0.0104563	0.00594106	0.00855513	0.00594106	0.0270913	0.00903042	0.023289	0.022576	0.0201996	0.0135456	0.0197243	0.0197243	0.0095057	0.0339829	0.0197243	0.0125951	0.0156844	0.0178232	0.032557	0.0209125	0.0297053	0.0106939	0.00736692	0.0159221	0.0180608	0.0123574	0.0418251	0.0187738	0.0289924	0.019962	0.0256654	0.0147338	0.00736692	0.00998099	0.0285171	0.0130703	0.00475285	0.0228137	0.019249	0.0403992	0.0351711	0.00142586	0	0.00118821
0.00896057	0.0259857	0.0165771	0.0165771	0.00358423	0.00358423	0.00672043	0.016129	0.0577957	0.0147849	0.00358423	0.0129928	0.00224014	0.0107527	0.0129928	0.00537634	0.0201613	0.00806452	0.00358423	0.0277778	0.0112007	0.00806452	0.00582437	0.00716846	0.0143369	0.0062724	0.0143369	0.0389785	0.0197133	0.0179211	0.00761649	0.0389785	0.00492832	0.0237455	0.00761649	0.0215054	0.0300179	0.015681	0.0188172	0.0228495	0.0237455	0.00896057	0.0112007	0.03181	0.0188172	0.0147849	0.0246416	0.0188172	0.0264337	0.0295699	0.0143369	0.0125448	0.0120968	0.00403226	0.0219534	0.0125448	0.0031362	0.0340502	0.0125448	0.0286738	0.0170251	0.00224014	0.000448029	0.00179211
0.00100301	0.0225677	0.0105316	0.00401204	0.00150451	0.00200602	0	0.0270812	0.0310933	0	0	0	0.00100301	0.0260782	0.0310933	0.000501505	0.0135406	0.000501505	0	0.0366098	0.0551655	0	0.00100301	0.0165496	0.0285858	0.00100301	0.00601805	0.0677031	0.0581745	0.00351053	0.00351053	0.0727182	0.0260782	0.0130391	0.00100301	0.0411234	0.0426279	0	0	0.0175527	0.0361083	0.000501505	0.000501505	0.0381143	0.0120361	0.00250752	0.000501505	0.0356068	0.0747242	0.00300903	0.0295888	0.00150451	0.00300903	0.00150451	0.0280843	0	0	0.0260782	0.00100301	0.00952859	0.0300903	0	0.000501505	0.00100301
